,id,last_scraped,source,name,host_id,host_name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,calendar_last_scraped,number_of_reviews,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,reviews_per_month
10,971427,2025-03-19,previous scrape,Nice Apt -10 minutes to Manhattan,4318265,Bob & Francois,2012-12-04,"Jersey City, NJ",within an hour,100%,100%,t,,2,"['email', 'phone']",t,t,Neighborhood highlights,40.71839,-74.04522,Entire rental unit,Entire home/apt,3,,1 bath,1.0,,"[""Cooking basics"", ""Pets allowed"", ""Hair dryer"", ""Kitchen"", ""Host greets you"", ""Washer"", ""Carbon monoxide alarm"", ""Wifi"", ""Microwave"", ""Oven"", ""Dryer"", ""Hangers"", ""Bed linens"", ""Hot water"", ""TV with standard cable"", ""Window AC unit"", ""Smoke alarm"", ""Iron"", ""Backyard"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Coffee maker"", ""Refrigerator"", ""Long term stays allowed"", ""Heating"", ""Dishes and silverware"", ""Stove"", ""Essentials"", ""Shampoo""]",,5,20,4.9,20.0,,t,2025-03-19,358,255,,2013-03-21,2025-03-11,4.77,4.86,4.71,4.91,4.9,4.85,4.8,f,2.45
11,1276863,2025-03-18,city scrape,Luxury Waterfront Apartment,6949940,Beata,2013-06-16,"New York, NY",,,0%,f,,1,"['email', 'phone']",t,t,,40.7136,-74.03538,Entire rental unit,Entire home/apt,3,2.0,2 baths,2.0,2.0,"[""Cooking basics"", ""Kitchen"", ""TV"", ""Free street parking"", ""Dishwasher"", ""Washer"", ""Carbon monoxide alarm"", ""Wifi"", ""Oven"", ""Elevator"", ""Waterfront"", ""Air conditioning"", ""Dryer"", ""Coffee maker"", ""Long term stays allowed"", ""Refrigerator"", ""Heating"", ""Dishes and silverware"", ""Stove"", ""Essentials""]",$135.00,60,365,60.0,365.0,,t,2025-03-18,145,0,0.0,2013-07-02,2019-09-13,4.78,4.9,4.86,4.87,4.87,4.9,4.78,f,1.02
12,1280528,2025-03-19,previous scrape,Fantastic room with private bathroom close NYC!,1410590,Magdalena,2011-11-15,"Jersey City, NJ",within an hour,100%,99%,f,Bergen-Lafayette,10,"['email', 'phone']",t,t,,40.7129,-74.06473,Private room in townhouse,Private room,2,,1 private bath,,,"[""Dining table"", ""Cooking basics"", ""Hair dryer"", ""Kitchen"", ""Clothing storage: closet"", ""Free street parking"", ""Dishwasher"", ""Carbon monoxide alarm"", ""Wifi"", ""Microwave"", ""Oven"", ""Toaster"", ""Luggage dropoff allowed"", ""Private entrance"", ""Self check-in"", ""Air conditioning"", ""Lockbox"", ""Hangers"", ""Dedicated workspace"", ""Bed linens"", ""Hot water"", ""Wine glasses"", ""Smoke alarm"", ""First aid kit"", ""Hot water kettle"", ""Cleaning products"", ""Freezer"", ""Laundromat nearby"", ""Iron"", ""Safe"", ""Fire extinguisher"", ""Lock on bedroom door"", ""Books and reading material"", ""Extra pillows and blankets"", ""Coffee maker"", ""Refrigerator"", ""Long term stays allowed"", ""Heating"", ""Dishes and silverware"", ""Stove"", ""Essentials"", ""Shampoo""]",,2,1125,3.0,1125.0,,t,2025-03-19,321,221,,2013-06-25,2025-02-09,4.44,4.67,4.68,4.73,4.67,3.9,4.47,t,2.25
13,1282198,2025-03-18,city scrape,(3) 24/7 Train Station 10 mins Ride to Manhattan,189095873,M,2018-05-11,"Jersey City, NJ",,,,f,,1,"['email', 'phone']",t,t,,40.72953,-74.06909,Private room in townhouse,Private room,1,2.0,2 shared baths,1.0,1.0,"[""Hair dryer"", ""Kitchen"", ""TV"", ""Carbon monoxide alarm"", ""Wifi"", ""Self check-in"", ""Air conditioning"", ""Hangers"", ""Dedicated workspace"", ""Bed linens"", ""Hot water"", ""Keypad"", ""Iron"", ""Backyard"", ""Lock on bedroom door"", ""Refrigerator"", ""Heating"", ""Dishes and silverware"", ""Paid parking off premises"", ""Essentials"", ""Exterior security cameras on property"", ""Shampoo""]",$65.00,30,1125,15.0,1125.0,,t,2025-03-18,74,60,3900.0,2013-07-08,2024-10-31,4.65,4.65,4.69,4.89,4.82,4.29,4.42,f,0.52
14,1897139,2025-03-19,previous scrape,Luxury Furnished 1 Bedroom Apartment Jersey City,9419684,Churchill,2013-10-14,"New York, NY",within an hour,74%,99%,f,Cambridge,208,"['email', 'phone']",t,t,Neighborhood highlights,40.724545,-74.03591,Entire serviced apartment,Entire home/apt,3,,1 bath,1.0,,"[""WHRILPOOL refrigerator"", ""Cooking basics"", ""Dining table"", ""Pets allowed"", ""Building staff"", ""Hair dryer"", ""52 inch HDTV"", ""Clothing storage: closet"", ""Kitchen"", ""Paid parking garage on premises \u2013 1 space"", ""Dishwasher"", ""Carbon monoxide alarm"", ""Wifi"", ""Microwave"", ""Toaster"", ""Free washer \u2013 In unit"", ""Outdoor pool - available seasonally"", ""Elevator"", ""Self check-in"", ""Coffee"", ""Hangers"", ""Central heating"", ""Bath & Body Works conditioner"", ""Ethernet connection"", ""Bath & Body Works. shampoo"", ""Dedicated workspace"", ""Bed linens"", ""Crib - available upon request"", ""Hot water"", ""Wine glasses"", ""Blender"", ""Smoke alarm"", ""Baking sheet"", ""Hot water kettle"", ""Cleaning products"", ""Window guards"", ""Patio or balcony"", ""Freezer"", ""Free dryer \u2013 In unit"", ""Iron"", ""Bath & Body Works body soap"", ""Shower gel"", ""Central air conditioning"", ""Stainless steel electric stove"", ""Stainless steel oven"", ""Extra pillows and blankets"", ""Coffee maker"", ""Long term stays allowed"", ""Dishes and silverware"", ""Paid parking off premises"", ""Essentials"", ""Bathtub"", ""Shared gym in building"", ""Exercise equipment""]",,28,1125,28.0,1125.0,,t,2025-03-19,20,0,,2014-06-07,2018-08-26,4.6,4.65,4.75,4.8,4.6,4.9,4.4,t,0.15
15,1897262,2025-03-19,previous scrape,Modern 2 Bedroom Apartment in Jersey Citys Newport,9419684,Churchill,2013-10-14,"New York, NY",within an hour,74%,99%,f,Cambridge,208,"['email', 'phone']",t,t,Neighborhood highlights,40.724545,-74.03591,Entire serviced apartment,Entire home/apt,5,,2 baths,2.0,,"[""Dining table"", ""Cooking basics"", ""Pets allowed"", ""Paid valet parking on premises"", ""Building staff"", ""Hair dryer"", ""52 inch HDTV"", ""Clothing storage: closet"", ""Kitchen"", ""Bath & Body Works. conditioner"", ""Bath & Body Works. body soap"", ""Dishwasher"", ""Carbon monoxide alarm"", ""Wifi"", ""Microwave"", ""Toaster"", ""Free washer \u2013 In unit"", ""Outdoor pool - available seasonally"", ""Elevator"", ""Self check-in"", ""Coffee"", ""Hangers"", ""Central heating"", ""Ethernet connection"", ""Bath & Body Works. shampoo"", ""Dedicated workspace"", ""Bed linens"", ""Crib - available upon request"", ""Hot water"", ""Wine glasses"", ""Blender"", ""Smoke alarm"", ""WHIRLPOOL refrigerator"", ""Hot water kettle"", ""Cleaning products"", ""Baking sheet"", ""Window guards"", ""Freezer"", ""Free dryer \u2013 In unit"", ""Iron"", ""Shower gel"", ""Central air conditioning"", ""Stainless steel electric stove"", ""Stainless steel oven"", ""Extra pillows and blankets"", ""Coffee maker"", ""Long term stays allowed"", ""Dishes and silverware"", ""Paid parking off premises"", ""Essentials"", ""Bathtub"", ""Shared gym in building"", ""Exercise equipment""]",,28,1125,28.0,1125.0,,t,2025-03-19,7,0,,2015-10-01,2017-09-02,4.43,4.43,4.43,4.57,4.57,5.0,4.71,t,0.06
16,2149271,2025-03-18,city scrape,"DWTN Jersey City Art Studio Apt, long term stays",10969148,Colby,2014-01-02,"Jersey City, NJ",within a day,100%,33%,f,,1,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,40.72508,-74.0512,Entire rental unit,Entire home/apt,3,1.0,1 bath,0.0,1.0,"[""Cooking basics"", ""Hair dryer"", ""Kitchen"", ""Free street parking"", ""Dishwasher"", ""Carbon monoxide alarm"", ""Microwave"", ""Luggage dropoff allowed"", ""Oven"", ""Free washer \u2013 In unit"", ""AC - split type ductless system"", ""Private entrance"", ""Self check-in"", ""Dryer"", ""Hangers"", ""KitchenAid gas stove"", ""Ethernet connection"", ""Dedicated workspace"", ""Bed linens"", ""Hot water"", ""Smoke alarm"", ""Baking sheet"", ""Patio or balcony"", ""Keypad"", ""Iron"", ""Backyard"", ""Fire extinguisher"", ""Fast wifi \u2013 373 Mbps"", ""Extra pillows and blankets"", ""Coffee maker"", ""Refrigerator"", ""Long term stays allowed"", ""Heating"", ""Dishes and silverware"", ""Paid parking off premises"", ""Essentials"", ""Shampoo""]",$148.00,28,1125,28.0,1125.0,,t,2025-03-18,30,0,0.0,2017-01-02,2023-11-08,4.77,4.87,4.7,4.97,4.77,4.77,4.73,f,0.3
17,2168009,2025-03-18,city scrape,2B/2Ba Maximalist Apt Close 2NYC,11061879,Anatalie,2014-01-06,"Jersey City, NJ",within a few hours,100%,77%,t,The Heights,1,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,40.74822,-74.04853,Entire rental unit,Entire home/apt,4,2.0,2 baths,2.0,2.0,"[""Dining table"", ""Cooking basics"", ""Body soap"", ""Pets allowed"", ""Hair dryer"", ""Kitchen"", ""Smart lock"", ""Private patio or balcony"", ""TV"", ""Dishwasher"", ""Carbon monoxide alarm"", ""Wifi"", ""Microwave"", ""Toaster"", ""Free washer \u2013 In unit"", ""Barbecue utensils"", ""Board games"", ""Stainless steel single oven"", ""Luggage dropoff allowed"", ""Coffee"", ""Self check-in"", ""Cleaning available during stay"", ""Theme room"", ""Hangers"", ""Professional Salon Quality conditioner"", ""Dedicated workspace"", ""Bed linens"", ""Hot water"", ""Professional Salon Quality shampoo"", ""Game console"", ""Wine glasses"", ""Smoke alarm"", ""First aid kit"", ""Hot water kettle"", ""Cleaning products"", ""Baking sheet"", ""Blender"", ""Paid street parking off premises"", ""Freezer"", ""Laundromat nearby"", ""Free dryer \u2013 In unit"", ""Iron"", ""Shower gel"", ""Safe"", ""Clothing storage: walk-in closet, closet, and dresser"", ""Fire extinguisher"", ""Books and reading material"", ""Central air conditioning"", ""Extra pillows and blankets"", ""Coffee maker"", ""Refrigerator"", ""Long term stays allowed"", ""Heating"", ""Dishes and silverware"", ""Stove"", ""BBQ grill"", ""Essentials"", ""Bathtub"", ""Exterior security cameras on property"", ""Drying rack for clothing"", ""Exercise equipment"", ""Record player""]",$215.00,28,365,28.0,365.0,,t,2025-03-18,23,255,54825.0,2023-10-10,2024-12-15,5.0,5.0,4.91,5.0,4.96,4.78,4.87,f,1.31
18,2176306,2025-03-18,city scrape,"Dr Norton House@Lincoln Park JC,NJ",11099485,Stephen,2014-01-07,"Jersey City, NJ",within an hour,100%,90%,t,,1,"['email', 'phone']",t,t,Neighborhood highlights,40.72146,-74.07424,Entire home,Entire home/apt,4,1.5,1.5 baths,2.0,2.0,"[""Indoor fireplace: electric"", ""Dining table"", ""Cooking basics"", ""Hair dryer"", ""Kitchen"", ""Rice maker"", ""Dishwasher"", ""Washer"", ""Carbon monoxide alarm"", ""Wifi"", ""Microwave"", ""Toaster"", ""Board games"", ""Coffee"", ""Paid parking on premises \u2013 1 space"", ""Dryer"", ""50 inch HDTV with standard cable, premium cable, DVD player"", ""Hangers"", ""Clothing storage: closet and dresser"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Ethernet connection"", ""GE Dual fuel stainless steel oven"", ""Bed linens"", ""Ceiling fan"", ""Hot water"", ""Portable fans"", ""Wine glasses"", ""Blender"", ""Smoke alarm"", ""First aid kit"", ""Hot water kettle"", ""Cleaning products"", ""Baking sheet"", ""Gas stainless steel stove"", ""AVEDA body soap"", ""Several types of AVEDA shampoos shampoo"", ""Freezer"", ""Iron"", ""Shower gel"", ""AVEDA conditioner"", ""Fire extinguisher"", ""Books and reading material"", ""Central air conditioning"", ""Extra pillows and blankets"", ""Coffee maker"", ""Refrigerator"", ""Heating"", ""Dishes and silverware"", ""Essentials"", ""Bathtub"", ""Drying rack for clothing""]",$150.00,3,30,3.0,30.0,,t,2025-03-18,249,255,38250.0,2014-04-07,2025-03-09,4.92,4.95,4.9,4.98,4.99,4.64,4.85,f,1.87
19,2243687,2025-03-19,previous scrape,Modern 1 Bedroom Apartment in Jersey Citys Newport,9419684,Churchill,2013-10-14,"New York, NY",within an hour,74%,99%,f,Cambridge,208,"['email', 'phone']",t,t,Neighborhood highlights,40.724545,-74.03591,Entire serviced apartment,Entire home/apt,3,,1 bath,1.0,,"[""Paid valet parking on premises \u2013 1 space"", ""WHRILPOOL refrigerator"", ""Cooking basics"", ""Dining table"", ""Pets allowed"", ""Building staff"", ""Hair dryer"", ""52 inch HDTV"", ""Clothing storage: closet"", ""Kitchen"", ""Bath & Body Works. conditioner"", ""Bath & Body Works. body soap"", ""Dishwasher"", ""Carbon monoxide alarm"", ""Wifi"", ""Microwave"", ""Toaster"", ""Free washer \u2013 In unit"", ""Outdoor pool - available seasonally"", ""Elevator"", ""Self check-in"", ""Coffee"", ""Hangers"", ""Central heating"", ""Ethernet connection"", ""Bath & Body Works. shampoo"", ""Dedicated workspace"", ""Bed linens"", ""Crib - available upon request"", ""Hot water"", ""Wine glasses"", ""Blender"", ""Smoke alarm"", ""Baking sheet"", ""Hot water kettle"", ""Cleaning products"", ""Window guards"", ""Patio or balcony"", ""Freezer"", ""Free dryer \u2013 In unit"", ""Iron"", ""Shower gel"", ""Central air conditioning"", ""Stainless steel electric stove"", ""Stainless steel oven"", ""Extra pillows and blankets"", ""Coffee maker"", ""Long term stays allowed"", ""Dishes and silverware"", ""Paid parking off premises"", ""Essentials"", ""Bathtub"", ""Shared gym in building"", ""Exercise equipment""]",,28,1125,28.0,1125.0,,t,2025-03-19,5,0,,2014-07-26,2016-06-24,4.8,5.0,5.0,4.75,4.5,4.5,4.5,t,0.04
20,2243736,2025-03-19,previous scrape,Jersey City NJ | Luxury 2 Bedroom Apt w/ Amenities,9419684,Churchill,2013-10-14,"New York, NY",within an hour,74%,99%,f,Cambridge,208,"['email', 'phone']",t,t,Neighborhood highlights,40.724545,-74.03591,Entire serviced apartment,Entire home/apt,5,,2 baths,2.0,,"[""Dining table"", ""Cooking basics"", ""Body soap"", ""Pets allowed"", ""Building staff"", ""Hair dryer"", ""Kitchen"", ""Gym"", ""TV"", ""Dishwasher"", ""Washer"", ""Carbon monoxide alarm"", ""Wifi"", ""Microwave"", ""Oven"", ""Toaster"", ""Outdoor pool - available seasonally"", ""Elevator"", ""Self check-in"", ""Coffee"", ""Air conditioning"", ""Dryer"", ""Hangers"", ""Ethernet connection"", ""Conditioner"", ""Dedicated workspace"", ""Bed linens"", ""Crib - available upon request"", ""Hot water"", ""Wine glasses"", ""Blender"", ""Smoke alarm"", ""Baking sheet"", ""Hot water kettle"", ""Cleaning products"", ""Window guards"", ""Freezer"", ""Iron"", ""Clothing storage"", ""Shower gel"", ""Extra pillows and blankets"", ""Coffee maker"", ""Refrigerator"", ""Long term stays allowed"", ""Heating"", ""Dishes and silverware"", ""Stove"", ""Paid parking off premises"", ""Paid parking on premises"", ""Essentials"", ""Bathtub"", ""Exercise equipment"", ""Shampoo""]",,28,1125,28.0,1125.0,,t,2025-03-19,7,0,,2016-03-22,2024-03-13,4.57,4.71,4.71,4.29,4.71,4.86,4.14,t,0.06
21,2662979,2025-03-18,city scrape,Room with private bathroom min to Manhattan,1410590,Magdalena,2011-11-15,"Jersey City, NJ",within an hour,100%,99%,f,Bergen-Lafayette,10,"['email', 'phone']",t,t,Neighborhood highlights,40.72469,-74.0497,Private room in townhouse,Private room,2,1.0,1 private bath,1.0,1.0,"[""Cooking basics"", ""Single level home"", ""Hair dryer"", ""Kitchen"", ""Clothing storage: closet"", ""Smart lock"", ""Free street parking"", ""Carbon monoxide alarm"", ""Wifi"", ""Microwave"", ""Toaster"", ""Luggage dropoff allowed"", ""Private entrance"", ""Self check-in"", ""Air conditioning"", ""Hangers"", ""Room-darkening shades"", ""Dedicated workspace"", ""Bed linens"", ""Hot water"", ""Wine glasses"", ""Smoke alarm"", ""First aid kit"", ""Hot water kettle"", ""Cleaning products"", ""Freezer"", ""Iron"", ""Safe"", ""Fire extinguisher"", ""Lock on bedroom door"", ""Books and reading material"", ""Extra pillows and blankets"", ""Coffee maker"", ""Refrigerator"", ""Long term stays allowed"", ""Heating"", ""Dishes and silverware"", ""Stove"", ""Essentials"", ""Shampoo""]",$49.00,28,1125,28.0,1125.0,,t,2025-03-18,373,255,12495.0,2014-04-16,2025-02-17,4.5,4.71,4.72,4.75,4.69,4.53,4.63,t,2.8
22,2879634,2025-03-18,city scrape,Cute private apt Jersey City (NYC area no smoking),14717157,Dana & Guy,2014-04-25,"Jersey City, NJ",within an hour,100%,98%,t,,1,"['email', 'phone']",t,t,Neighborhood highlights,40.71159,-74.06034,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,1.0,"[""Cooking basics"", ""Pets allowed"", ""Single level home"", ""Hair dryer"", ""Kitchen"", ""Smart lock"", ""Free street parking"", ""Other gas stove"", ""Dishwasher"", ""Carbon monoxide alarm"", ""Wifi"", ""Microwave"", ""Oven"", ""Toaster"", ""Luggage dropoff allowed"", ""Board games"", ""Private entrance"", ""Self check-in"", ""TV with DVD player"", ""Hangers"", ""Dedicated workspace"", ""Shared patio or balcony"", ""Pack \u2019n play/Travel crib"", ""Bed linens"", ""Hot water"", ""Wine glasses"", ""Smoke alarm"", ""Window AC unit"", ""Children\u2019s books and toys"", ""First aid kit"", ""Hot water kettle"", ""Baking sheet"", ""Freezer"", ""Laundromat nearby"", ""Iron"", ""Radiant heating"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Coffee maker"", ""Refrigerator"", ""Long term stays allowed"", ""Dishes and silverware"", ""Private backyard \u2013 Fully fenced"", ""Essentials"", ""Bathtub"", ""Outdoor furniture"", ""Crib"", ""Children\u2019s dinnerware"", ""Shampoo""]",$88.00,3,70,3.0,70.0,,t,2025-03-18,333,255,22440.0,2015-05-14,2025-03-15,4.85,4.87,4.8,4.97,4.99,4.61,4.84,f,2.78
23,3193538,2025-03-18,city scrape,Lrg Garden Studio w/Yard Min 30 Night Corp Rental,16186604,Edward,2014-05-30,"Jersey City, NJ",within an hour,100%,100%,t,,1,"['email', 'phone']",t,t,Neighborhood highlights,40.71549,-74.03976,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,0.0,"[""Cooking basics"", ""Hair dryer"", ""Kitchen"", ""Gas stove"", ""Dishwasher"", ""Carbon monoxide alarm"", ""Wifi"", ""Microwave"", ""Oven"", ""Free washer \u2013 In unit"", ""Private entrance"", ""Self check-in"", ""Air conditioning"", ""Hangers"", ""Central heating"", ""Ethernet connection"", ""Dedicated workspace"", ""Hot water"", ""Smoke alarm"", ""Children\u2019s books and toys"", ""Patio or balcony"", ""Keypad"", ""Free dryer \u2013 In unit"", ""Iron"", ""Backyard"", ""Fire extinguisher"", ""HDTV with DVD player"", ""Coffee maker"", ""Refrigerator"", ""Dishes and silverware"", ""Essentials"", ""Shampoo""]",$115.00,30,95,30.0,95.0,,t,2025-03-18,220,255,29325.0,2015-10-03,2025-02-28,4.9,4.96,4.89,4.97,4.95,4.9,4.89,f,1.91
24,3487433,2025-03-18,city scrape,Waterfront Loft - 7 mins to NYC!,16038,Felicia,2009-05-06,"Jersey City, NJ",a few days or more,0%,,f,,1,"['email', 'phone']",t,t,Neighborhood highlights,40.71653,-74.039,Entire loft,Entire home/apt,5,1.0,1 bath,2.0,4.0,"[""Cooking basics"", ""Hair dryer"", ""Kitchen"", ""TV"", ""Free street parking"", ""Dishwasher"", ""Washer"", ""Carbon monoxide alarm"", ""Wifi"", ""Microwave"", ""Oven"", ""Waterfront"", ""Self check-in"", ""Air conditioning"", ""Dryer"", ""Hangers"", ""Room-darkening shades"", ""High chair"", ""Dedicated workspace"", ""Pack \u2019n play/Travel crib"", ""Bed linens"", ""Hot water"", ""Smoke alarm"", ""First aid kit"", ""Children\u2019s books and toys"", ""Keypad"", ""Iron"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Coffee maker"", ""Refrigerator"", ""Long term stays allowed"", ""Heating"", ""Dishes and silverware"", ""Stove"", ""Essentials"", ""Shampoo""]",$338.00,28,59,28.0,59.0,,t,2025-03-18,9,0,0.0,2015-07-17,2018-08-13,4.44,4.56,3.89,4.89,4.78,4.78,4.44,f,0.08
25,3655301,2025-03-18,city scrape,Brownstone 3rd Foor,18494549,Manuel,2014-07-20,"Elizabeth, NJ",within an hour,100%,100%,f,,3,"['email', 'phone']",t,t,,40.71948,-74.06778,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,3.0,"[""Cooking basics"", ""Body soap"", ""Hair dryer"", ""Kitchen"", ""Free street parking"", ""Carbon monoxide alarm"", ""Wifi"", ""Microwave"", ""Oven"", ""Luggage dropoff allowed"", ""Air conditioning"", ""Hangers"", ""Conditioner"", ""Hot water"", ""TV with standard cable"", ""Smoke alarm"", ""Cleaning products"", ""Iron"", ""Shower gel"", ""Fire extinguisher"", ""Coffee maker"", ""Long term stays allowed"", ""Refrigerator"", ""Heating"", ""Dishes and silverware"", ""Stove"", ""Bathtub"", ""Shampoo""]",$60.00,29,360,29.0,1125.0,,t,2025-03-18,402,116,6960.0,2014-07-28,2024-09-11,4.62,4.8,4.75,4.81,4.84,4.25,4.7,t,3.1
26,3674016,2025-03-19,previous scrape,Downtown loft - steps to NYC! Downtown Jersey City,318287,Cindy,2010-12-14,"New York, NY",within an hour,100%,89%,f,,3,"['email', 'phone']",t,t,Neighborhood highlights,40.72728,-74.0408,Entire rental unit,Entire home/apt,4,,1 bath,1.0,,"[""Cooking basics"", ""Hair dryer"", ""Kitchen"", ""Free street parking"", ""Dishwasher"", ""Carbon monoxide alarm"", ""Wifi"", ""Microwave"", ""Luggage dropoff allowed"", ""Private entrance"", ""Self check-in"", ""Air conditioning"", ""Lockbox"", ""Hangers"", ""Hot water"", ""TV with standard cable"", ""Smoke alarm"", ""Iron"", ""Coffee maker"", ""Long term stays allowed"", ""Refrigerator"", ""Heating"", ""Dishes and silverware"", ""Stove"", ""Essentials"", ""Exterior security cameras on property"", ""Shampoo""]",,29,365,29.0,1125.0,,t,2025-03-19,164,0,,2014-08-03,2024-01-01,4.46,4.71,4.45,4.82,4.88,4.66,4.45,t,1.27
27,4007369,2025-03-18,city scrape,Charming Home (3bd/2ba)(6-8ppl),19341950,Roosevelt,2014-08-02,"New York, NY",within an hour,100%,100%,f,,1,"['email', 'phone']",t,t,Neighborhood highlights,40.71624,-74.07984,Entire rental unit,Entire home/apt,7,2.0,2 baths,3.0,3.0,"[""Dining table"", ""Cooking basics"", ""Pets allowed"", ""Paid parking garage on premises \u2013 2 spaces"", ""Hair dryer"", ""Kitchen"", ""Dishwasher"", ""Carbon monoxide alarm"", ""Washer \u2013\u00a0In unit"", ""Wifi"", ""Microwave"", ""Toaster"", ""Luggage dropoff allowed"", ""Stainless steel single oven"", ""Private entrance"", ""Self check-in"", ""Air conditioning"", ""Hangers"", ""Bed linens"", ""Hot water"", ""TV with standard cable"", ""Smoke alarm"", ""Hot water kettle"", ""Stainless steel gas stove"", ""Freezer"", ""Laundromat nearby"", ""Free dryer \u2013 In unit"", ""Keypad"", ""Iron"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Coffee maker"", ""Refrigerator"", ""Heating"", ""Dishes and silverware"", ""Essentials"", ""Bathtub"", ""Exterior security cameras on property"", ""Shampoo""]",$87.00,28,28,28.0,1125.0,,t,2025-03-18,296,255,22185.0,2014-11-27,2025-03-11,4.49,4.7,4.6,4.77,4.61,4.02,4.5,f,2.36
28,4384868,2025-03-19,previous scrape,Classic 1 Bedroom Apartment in Jersey City Newport,9419684,Churchill,2013-10-14,"New York, NY",within an hour,74%,99%,f,Cambridge,208,"['email', 'phone']",t,t,Neighborhood highlights,40.724545,-74.03591,Entire serviced apartment,Entire home/apt,3,,1 bath,1.0,,"[""WHRILPOOL refrigerator"", ""Cooking basics"", ""Dining table"", ""Pets allowed"", ""Building staff"", ""Hair dryer"", ""52 inch HDTV"", ""Clothing storage: closet"", ""Kitchen"", ""Paid parking garage on premises \u2013 1 space"", ""Dishwasher"", ""Carbon monoxide alarm"", ""Wifi"", ""Microwave"", ""Toaster"", ""Free washer \u2013 In unit"", ""Outdoor pool - available seasonally"", ""Elevator"", ""Self check-in"", ""Coffee"", ""Bath & Body Works shampoo"", ""Hangers"", ""Central heating"", ""Bath & Body Works conditioner"", ""Ethernet connection"", ""Dedicated workspace"", ""Bed linens"", ""Crib - available upon request"", ""Hot water"", ""Wine glasses"", ""Blender"", ""Smoke alarm"", ""Baking sheet"", ""Hot water kettle"", ""Cleaning products"", ""Window guards"", ""Freezer"", ""Free dryer \u2013 In unit"", ""Iron"", ""Bath & Body Works body soap"", ""Shower gel"", ""Central air conditioning"", ""Stainless steel electric stove"", ""Stainless steel oven"", ""Extra pillows and blankets"", ""Coffee maker"", ""Long term stays allowed"", ""Dishes and silverware"", ""Paid parking off premises"", ""Essentials"", ""Bathtub"", ""Shared gym in building"", ""Exercise equipment""]",,28,1125,28.0,1125.0,,t,2025-03-19,9,168,,2015-09-29,2025-01-06,4.89,4.67,4.89,4.67,4.67,4.89,4.67,t,0.08
29,4531787,2025-03-18,city scrape,Studio at heart of Downtown JC.,1450378,Alfredo,2011-11-28,"New York, NY",within a few hours,100%,86%,f,,5,"['email', 'phone']",t,t,Neighborhood highlights,40.72277,-74.04957,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Dining table"", ""Body soap"", ""Hair dryer"", ""Kitchen"", ""Clothing storage: closet"", ""Carbon monoxide alarm"", ""Wifi"", ""Microwave"", ""Private entrance"", ""Self check-in"", ""Coffee"", ""Air conditioning"", ""Mini fridge"", ""Lockbox"", ""Hangers"", ""Room-darkening shades"", ""Conditioner"", ""Dedicated workspace"", ""Bed linens"", ""Hot water"", ""Wine glasses"", ""TV with standard cable"", ""Smoke alarm"", ""First aid kit"", ""Cleaning products"", ""Hot water kettle"", ""Freezer"", ""Iron"", ""Shower gel"", ""Fire extinguisher"", ""Stainless steel oven"", ""Extra pillows and blankets"", ""Coffee maker"", ""Refrigerator"", ""Long term stays allowed"", ""Heating"", ""Dishes and silverware"", ""Essentials"", ""Bathtub"", ""Exterior security cameras on property"", ""Shampoo""]",$78.00,29,1125,29.0,1125.0,,t,2025-03-18,30,232,18096.0,2015-11-05,2025-02-26,4.87,4.9,4.87,4.93,4.97,4.6,4.8,f,0.26
